"","unique_id","ent_by","year","site","fdate","round","observer","transect","t_c","quadrat","planted","f_number","count_unit","plant_genus","plant_species","plant_code","notes"
"11834","ME4329822C26nullsalicaria26null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","26","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11835","ME4329822C27nullsalicaria27null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","27","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11836","ME4329822C28nullsalicaria28null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","28","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11837","ME4329822C29160salicaria29160","ES",2015,"ME",2015-07-17,"2","JZ","2","C","29","NA","160","flr","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11838","ME4329822C2nullsalicaria2null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","2","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11839","ME4329822C30nullsalicaria30null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","30","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11840","ME4329822C31nullsalicaria31null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","31","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11841","ME4329822C32nullNONE32null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","32","NA","null","null","NONE","NONE","none","NA; NA; NA"
"11842","ME4329822C33nullNONE33null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","33","NA","null","null","NONE","NONE","none","NA; NA; NA"
"11843","ME4329822C34nullNONE34null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","34","NA","null","null","NONE","NONE","none","NA; NA; NA"
"11844","ME4329822C35nullsalicaria35null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","35","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11845","ME4329822C36nullcannabinum36null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","36","NA","null","null","Apocynum","cannabinum","APCA","NA; NA; NA"
"11846","ME4329822C36nullsalicaria36null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","36","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11847","ME4329822C3720salicaria3720","ES",2015,"ME",2015-07-17,"2","JZ","2","C","37","NA","20","flr","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11848","ME4329822C38nullNONE38null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","38","NA","null","null","NONE","NONE","none","NA; NA; NA"
"11849","ME4329822C39nullsalicaria39null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","39","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11850","ME4329822C3nullsalicaria3null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","3","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11851","ME4329822C40nullsalicaria40null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","40","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11852","ME4329822C40nulltrifidum40null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","40","NA","null","null","Galium","trifidum","GATR2","NA; NA; NA"
"11853","ME4329822C4nullsalicaria4null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","4","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11854","ME4329822C5230salicaria5230","ES",2015,"ME",2015-07-17,"2","JZ","2","C","5","NA","230","flr","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11855","ME4329822C550trifidum550","ES",2015,"ME",2015-07-17,"2","JZ","2","C","5","NA","50","flr","Galium","trifidum","GATR2","NA; NA; NA"
"11856","ME4329822C6nullsalicaria6null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","6","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11857","ME4329822C6nulltrifidum6null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","6","NA","null","null","Galium","trifidum","GATR2","NA; NA; NA"
"11858","ME4329822C7nullsalicaria7null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","7","NA","null","null","Lythrum","salicaria","LYSA2","NA; NA; NA"
"11859","ME4329822C7nulltrifidum7null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","7","NA","null","null","Galium","trifidum","GATR2","NA; NA; NA"
"11860","ME4329822C8nullNONE8null","ES",2015,"ME",2015-07-17,"2","JZ","2","C","8","NA","null","null","NONE","NONE","none","NA; NA; NA"
"11861","ME4329822C9150trifidum9150","ES",2015,"ME",2015-07-17,"2","JZ","2","C","9","NA","150","flr","Galium","trifidum","GATR2","NA; NA; NA"
"11862","ME4329822T10nullcarota10null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","10","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11863","ME4329822T10nullfasciculata10null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","10","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11864","ME4329822T10nullpratense10null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","10","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11865","ME4329822T1112carota1112","ES",2015,"ME",2015-07-17,"2","JZ","2","T","1","NA","112","flr","Daucus","carota","DACA6","NA; NA; NA"
"11866","ME4329822T116pratense116","ES",2015,"ME",2015-07-17,"2","JZ","2","T","1","NA","16","inf","Trifolium","pratense","TRPR2","NA; NA; NA"
"11867","ME4329822T11nullcarota11null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","11","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11868","ME4329822T11nullfasciculata11null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","11","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11869","ME4329822T11nullpratense11null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","11","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11870","ME4329822T12nullcarota12null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","12","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11871","ME4329822T12nullfasciculata12null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","12","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11872","ME4329822T12nullpratense12null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","12","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11873","ME4329822T1314strigosus1314","ES",2015,"ME",2015-07-17,"2","JZ","2","T","13","NA","14","inf","Erigeron","strigosus","ERST3","NA; NA; NA"
"11874","ME4329822T13300fasciculata13300","ES",2015,"ME",2015-07-17,"2","JZ","2","T","13","NA","300","nectary","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11875","ME4329822T136fasciculata136","ES",2015,"ME",2015-07-17,"2","JZ","2","T","13","NA","6","flr","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11876","ME4329822T14nullarvensis14null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","14","NA","null","null","Anagallis","arvensis","ANAR","NA; NA; NA"
"11877","ME4329822T14nullcarota14null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","14","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11878","ME4329822T14nullfasciculata14null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","14","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11879","ME4329822T14nulllanceolata14null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","14","NA","null","null","Plantago","lanceolata","PLLA","NA; NA; NA"
"11880","ME4329822T15nullarvensis15null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","15","NA","null","null","Anagallis","arvensis","ANAR","NA; NA; NA"
"11881","ME4329822T15nullfasciculata15null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","15","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11882","ME4329822T15nullrepens15null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","15","NA","null","null","Trifolium","repens","TRRE3","NA; NA; NA"
"11883","ME4329822T160fasciculata160","ES",2015,"ME",2015-07-17,"2","JZ","2","T","1","NA","60","nectary","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11884","ME4329822T16nullfasciculata16null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","16","NA","null","null","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11885","ME4329822T16nullfasciculata16null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","16","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11886","ME4329822T171lanceolata171","ES",2015,"ME",2015-07-17,"2","JZ","2","T","17","NA","1","inf","Plantago","lanceolata","PLLA","NA; NA; NA"
"11887","ME4329822T171strigosus171","ES",2015,"ME",2015-07-17,"2","JZ","2","T","17","NA","1","inf","Erigeron","strigosus","ERST3","NA; NA; NA"
"11888","ME4329822T1721fasciculata1721","ES",2015,"ME",2015-07-17,"2","JZ","2","T","17","NA","21","nectary","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11889","ME4329822T18nullNONE18null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","18","NA","null","null","NONE","NONE","none","NA; NA; NA"
"11890","ME4329822T19nullNONE19null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","19","NA","null","null","NONE","NONE","none","NA; NA; NA"
"11891","ME4329822T20nullfasciculata20null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","20","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11892","ME4329822T20nullpratense20null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","20","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11893","ME4329822T213pratense213","ES",2015,"ME",2015-07-17,"2","JZ","2","T","21","NA","3","inf","Trifolium","pratense","TRPR2","NA; NA; NA"
"11894","ME4329822T2140carota2140","ES",2015,"ME",2015-07-17,"2","JZ","2","T","21","NA","40","flr","Daucus","carota","DACA6","NA; NA; NA"
"11895","ME4329822T21500fasciculata21500","ES",2015,"ME",2015-07-17,"2","JZ","2","T","21","NA","500","nectary","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11896","ME4329822T22nullarmeria22null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","22","NA","null","null","Dianthus","armeria","DIAR","NA; NA; NA"
"11897","ME4329822T22nullarvense22null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","22","NA","null","null","Trifolium","arvense","TRAR4","NA; NA; NA"
"11898","ME4329822T22nullfasciculata22null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","22","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11899","ME4329822T22nullpratense22null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","22","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11900","ME4329822T23nullarvense23null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","23","NA","null","null","Trifolium","arvense","TRAR4","NA; NA; NA"
"11901","ME4329822T23nullcarota23null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","23","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11902","ME4329822T23nullfasciculata23null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","23","NA","null","null","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11903","ME4329822T23nullfasciculata23null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","23","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11904","ME4329822T23nullstrigosus23null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","23","NA","null","null","Erigeron","strigosus","ERST3","NA; NA; NA"
"11905","ME4329822T24nullarmeria24null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","24","NA","null","null","Dianthus","armeria","DIAR","NA; NA; NA"
"11906","ME4329822T24nullarvense24null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","24","NA","null","null","Trifolium","arvense","TRAR4","NA; NA; NA"
"11907","ME4329822T24nullfasciculata24null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","24","NA","null","null","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11908","ME4329822T24nullfasciculata24null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","24","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11909","ME4329822T251fasciculata251","ES",2015,"ME",2015-07-17,"2","JZ","2","T","25","NA","1","flr","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11910","ME4329822T251repens251","ES",2015,"ME",2015-07-17,"2","JZ","2","T","25","NA","1","inf","Trifolium","repens","TRRE3","NA; NA; NA"
"11911","ME4329822T251strigosus251","ES",2015,"ME",2015-07-17,"2","JZ","2","T","25","NA","1","inf","Erigeron","strigosus","ERST3","NA; NA; NA"
"11912","ME4329822T252arvense252","ES",2015,"ME",2015-07-17,"2","JZ","2","T","25","NA","2","inf","Trifolium","arvense","TRAR4","NA; NA; NA"
"11913","ME4329822T25300fasciculata25300","ES",2015,"ME",2015-07-17,"2","JZ","2","T","25","NA","300","nectary","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11914","ME4329822T253pratense253","ES",2015,"ME",2015-07-17,"2","JZ","2","T","25","NA","3","inf","Trifolium","pratense","TRPR2","NA; NA; NA"
"11915","ME4329822T26nullarvense26null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","26","NA","null","null","Trifolium","arvense","TRAR4","NA; NA; NA"
"11916","ME4329822T26nullfasciculata26null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","26","NA","null","null","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11917","ME4329822T26nullfasciculata26null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","26","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11918","ME4329822T26nullpratense26null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","26","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11919","ME4329822T26nullstrigosus26null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","26","NA","null","null","Erigeron","strigosus","ERST3","NA; NA; NA"
"11920","ME4329822T27nullcarota27null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","27","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11921","ME4329822T27nullfasciculata27null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","27","NA","null","null","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11922","ME4329822T27nullfasciculata27null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","27","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11923","ME4329822T27nullstrigosus27null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","27","NA","null","null","Erigeron","strigosus","ERST3","NA; NA; NA"
"11924","ME4329822T28nullarmeria28null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","28","NA","null","null","Dianthus","armeria","DIAR","NA; NA; NA"
"11925","ME4329822T28nullcarota28null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","28","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11926","ME4329822T28nullfasciculata28null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","28","NA","null","null","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11927","ME4329822T28nullfasciculata28null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","28","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11928","ME4329822T28nullpratense28null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","28","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11929","ME4329822T292armeria292","ES",2015,"ME",2015-07-17,"2","JZ","2","T","29","NA","2","flr","Dianthus","armeria","DIAR","NA; NA; NA"
"11930","ME4329822T292hybridum292","ES",2015,"ME",2015-07-17,"2","JZ","2","T","29","NA","2","inf","Trifolium","hybridum","TRHY","NA; NA; NA"
"11931","ME4329822T2950fasciculata2950","ES",2015,"ME",2015-07-17,"2","JZ","2","T","29","NA","50","nectary","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11932","ME4329822T299repens299","ES",2015,"ME",2015-07-17,"2","JZ","2","T","29","NA","9","inf","Trifolium","repens","TRRE3","NA; NA; NA"
"11933","ME4329822T2nullfasciculata2null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","2","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11934","ME4329822T2nullpratense2null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","2","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11935","ME4329822T30nullarmeria30null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","30","NA","null","null","Dianthus","armeria","DIAR","NA; NA; NA"
"11936","ME4329822T30nullfasciculata30null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","30","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11937","ME4329822T30nullpratense30null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","30","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11938","ME4329822T30nullstrigosus30null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","30","NA","null","null","Erigeron","strigosus","ERST3","NA; NA; NA"
"11939","ME4329822T31nullarmeria31null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","31","NA","null","null","Dianthus","armeria","DIAR","NA; NA; NA"
"11940","ME4329822T31nullfasciculata31null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","31","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11941","ME4329822T31nullstrigosus31null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","31","NA","null","null","Erigeron","strigosus","ERST3","NA; NA; NA"
"11942","ME4329822T32nullarmeria32null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","32","NA","null","null","Dianthus","armeria","DIAR","NA; NA; NA"
"11943","ME4329822T32nullfasciculata32null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","32","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11944","ME4329822T32nullpratense32null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","32","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11945","ME4329822T331arvense331","ES",2015,"ME",2015-07-17,"2","JZ","2","T","33","NA","1","inf","Trifolium","arvense","TRAR4","NA; NA; NA"
"11946","ME4329822T331fasciculata331","ES",2015,"ME",2015-07-17,"2","JZ","2","T","33","NA","1","flr","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11947","ME4329822T331parviflora331","ES",2015,"ME",2015-07-17,"2","JZ","2","T","33","NA","1","flr","Oenothera","parviflora","OEPA5","NA; NA; NA"
"11948","ME4329822T331strigosus331","ES",2015,"ME",2015-07-17,"2","JZ","2","T","33","NA","1","inf","Erigeron","strigosus","ERST3","NA; NA; NA"
"11949","ME4329822T3330carota3330","ES",2015,"ME",2015-07-17,"2","JZ","2","T","33","NA","30","flr","Daucus","carota","DACA6","NA; NA; NA"
"11950","ME4329822T33500fasciculata33500","ES",2015,"ME",2015-07-17,"2","JZ","2","T","33","NA","500","nectary","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11951","ME4329822T336armeria336","ES",2015,"ME",2015-07-17,"2","JZ","2","T","33","NA","6","flr","Dianthus","armeria","DIAR","NA; NA; NA"
"11952","ME4329822T34nullarmeria34null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","34","NA","null","null","Dianthus","armeria","DIAR","NA; NA; NA"
"11953","ME4329822T34nullcarota34null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","34","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11954","ME4329822T34nullfasciculata34null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","34","NA","null","null","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11955","ME4329822T34nullfasciculata34null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","34","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11956","ME4329822T34nullpratense34null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","34","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11957","ME4329822T35nullarmeria35null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","35","NA","null","null","Dianthus","armeria","DIAR","NA; NA; NA"
"11958","ME4329822T35nullarvense35null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","35","NA","null","null","Trifolium","arvense","TRAR4","NA; NA; NA"
"11959","ME4329822T35nullfasciculata35null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","35","NA","null","null","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11960","ME4329822T35nullfasciculata35null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","35","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11961","ME4329822T36nullarmeria36null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","36","NA","null","null","Dianthus","armeria","DIAR","NA; NA; NA"
"11962","ME4329822T36nullarvense36null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","36","NA","null","null","Trifolium","arvense","TRAR4","NA; NA; NA"
"11963","ME4329822T36nullfasciculata36null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","36","NA","null","null","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11964","ME4329822T36nullfasciculata36null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","36","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11965","ME4329822T371armeria371","ES",2015,"ME",2015-07-17,"2","JZ","2","T","37","NA","1","flr","Dianthus","armeria","DIAR","NA; NA; NA"
"11966","ME4329822T3760carota3760","ES",2015,"ME",2015-07-17,"2","JZ","2","T","37","NA","60","flr","Daucus","carota","DACA6","NA; NA; NA"
"11967","ME4329822T3780fasciculata3780","ES",2015,"ME",2015-07-17,"2","JZ","2","T","37","NA","80","nectary","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11968","ME4329822T38nullarmeria38null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","38","NA","null","null","Dianthus","armeria","DIAR","NA; NA; NA"
"11969","ME4329822T38nullcarota38null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","38","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11970","ME4329822T38nullfasciculata38null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","38","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11971","ME4329822T39nullarmeria39null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","39","NA","null","null","Dianthus","armeria","DIAR","NA; NA; NA"
"11972","ME4329822T39nullcarota39null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","39","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11973","ME4329822T39nullfasciculata39null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","39","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11974","ME4329822T39nullhybridum39null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","39","NA","null","null","Trifolium","hybridum","TRHY","NA; NA; NA"
"11975","ME4329822T39nullpratense39null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","39","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11976","ME4329822T39nullrepens39null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","39","NA","null","null","Trifolium","repens","TRRE3","NA; NA; NA"
"11977","ME4329822T3nullcarota3null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","3","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11978","ME4329822T3nullfasciculata3null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","3","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11979","ME4329822T3nullpratense3null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","3","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11980","ME4329822T40nullcarota40null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","40","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11981","ME4329822T40nullfasciculata40null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","40","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11982","ME4329822T40nullhybridum40null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","40","NA","null","null","Trifolium","hybridum","TRHY","NA; NA; NA"
"11983","ME4329822T40nullpratense40null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","40","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11984","ME4329822T4nullfasciculata4null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","4","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11985","ME4329822T4nullpratense4null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","4","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11986","ME4329822T51pratense51","ES",2015,"ME",2015-07-17,"2","JZ","2","T","5","NA","1","inf","Trifolium","pratense","TRPR2","NA; NA; NA"
"11987","ME4329822T5250fasciculata5250","ES",2015,"ME",2015-07-17,"2","JZ","2","T","5","NA","250","nectary","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11988","ME4329822T5nullstrigosus5null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","5","NA","null","null","Erigeron","strigosus","ERST3","NA; NA; NA"
"11989","ME4329822T6nullcarota6null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","6","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
"11990","ME4329822T6nullfasciculata6null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","6","NA","null","null","Chamaecrista","fasciculata","CHFA2_flower","NA; NA; NA"
"11991","ME4329822T6nullfasciculata6null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","6","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11992","ME4329822T6nullpratense6null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","6","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11993","ME4329822T7nullarvense7null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","7","NA","null","null","Trifolium","arvense","TRAR4","NA; NA; NA"
"11994","ME4329822T7nullfasciculata7null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","7","NA","null","null","Chamaecrista","fasciculata","CHFA2_nectary","NA; NA; NA"
"11995","ME4329822T7nullpratense7null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","7","NA","null","null","Trifolium","pratense","TRPR2","NA; NA; NA"
"11996","ME4329822T7nullstrigosus7null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","7","NA","null","null","Erigeron","strigosus","ERST3","NA; NA; NA"
"11997","ME4329822T8nullcarota8null","ES",2015,"ME",2015-07-17,"2","JZ","2","T","8","NA","null","null","Daucus","carota","DACA6","NA; NA; NA"
