"","uniqueID","year","month","day","round","fdate","site","AM_PM","transect","treatment","L_R","genus","species","ssp","sex","det","Taxonomy_notes","det_date","basicID","non_bee_desc1","plant_code","plant_genus","plant_species","planted","collector","latitude","longitude"
"4954","XCIG2014_2754","2014","7","24","3",2014-07-24,"AL","PM","2","T",NA,"Ceratina","dupla","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"4955","XCIG2014_2755","2014","7","24","3",2014-07-24,"AL","PM","2","T",NA,"Hylaeus","affinis_modestus","NA","f","Gibbs","Jason sorted as modestus",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"4956","XCIG2014_2756","2014","7","24","3",2014-07-24,"AL","PM","2","T",NA,"Hylaeus","affinis_modestus","NA","m","Gibbs","modestus originally in DB unsure now",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"4957","XCIG2014_2757","2014","7","24","3",2014-07-24,"AL","PM","2","T",NA,"Hylaeus","sp","NA","m","Gibbs","Jason ID as Sp. 4",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"4958","XCIG2014_2758","2014","7","24","3",2014-07-24,"AL","PM","2","C",NA,"Ceratina","strenua","NA","m","Gibbs","",2014-01-12,"bee","NA","Mimulus ringus","Mimulus","ringens","NA","MR","40.92378","-74.813615"
"4959","XCIG2014_2759","2014","7","24","3",2014-07-24,"AL","AM","2","T",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-01-12,"bee","NA","VEHA2","Verbena","hastata","NA","MR","40.926863","-74.813052"
"4960","XCIG2014_2760","2014","7","24","3",2014-07-24,"AL","AM","1","T",NA,"Eucera","pruinosa","NA","f","Gibbs","",2014-01-12,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.926863","-74.813052"
"4961","XCIG2014_2761","2014","7","24","3",2014-07-24,"AL","AM","1","T",NA,"Eucera","pruinosa","NA","m","Gibbs","",2014-01-12,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.926863","-74.813052"
"4962","XCIG2014_2762","2014","7","24","3",2014-07-24,"AL","AM","1","T",NA,"Eucera","pruinosa","NA","m","Gibbs","",2014-01-12,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.926863","-74.813052"
"4963","XCIG2014_3450","2014","8","27","4",2014-08-27,"AL","PM","2","C",NA,"Xylocopa","virginica","NA","m","Gibbs","",2014-01-12,"bee","NA","LYSA2","Lythrum","salicaria","NA","MR","40.92378","-74.813615"
"4964","XCIG2014_3451","2014","8","27","4",2014-08-27,"AL","PM","2","C",NA,"Xylocopa","virginica","NA","f","Gibbs","",2014-01-12,"bee","NA","LYSA2","Lythrum","salicaria","NA","MR","40.92378","-74.813615"
"4965","XCIG2014_3452","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Halictus","ligatus","NA","m","Gibbs","",2014-01-12,"bee","NA","fuse_bone","Eupatorium","perfoliatum","NA","MR","40.92378","-74.813615"
"4966","XCIG2014_3453","2014","8","27","4",2014-08-27,"AL","PM","1","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.92378","-74.813615"
"4967","XCIG2014_3454","2014","8","27","4",2014-08-27,"AL","AM","1","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","pink_pye","NA","NA","NA","MR","40.92378","-74.813615"
"4968","XCIG2014_3455","2014","8","27","4",2014-08-27,"AL","PM","1","C",NA,"Melissodes","bimaculatus","NA","f","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4969","XCIG2014_3456","2014","8","27","4",2014-08-27,"AL","PM","1","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4970","XCIG2014_3457","2014","8","27","4",2014-08-27,"AL","PM","1","C",NA,"Xylocopa","virginica","NA","f","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4971","XCIG2014_3458","2014","8","27","4",2014-08-27,"AL","PM","1","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4972","XCIG2014_3459","2014","8","27","4",2014-08-27,"AL","PM","1","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4973","XCIG2014_3460","2014","8","27","4",2014-08-27,"AL","AM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"4974","XCIG2014_3461","2014","8","27","4",2014-08-27,"AL","AM","1","T",NA,"Bombus","impatiens","NA","m","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"4975","XCIG2014_3462","2014","8","27","4",2014-08-27,"AL","PM","2","C",NA,"Melissodes","denticulatus","NA","f","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4976","XCIG2014_3463","2014","8","27","4",2014-08-27,"AL","PM","2","C",NA,"Melissodes","denticulatus","NA","f","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4977","XCIG2014_3464","2014","8","27","4",2014-08-27,"AL","PM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4978","XCIG2014_3465","2014","8","27","4",2014-08-27,"AL","PM","2","C",NA,"Xylocopa","virginica","NA","f","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4979","XCIG2014_3466","2014","8","27","4",2014-08-27,"AL","PM","2","C",NA,"Xylocopa","virginica","NA","f","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4980","XCIG2014_3467","2014","8","27","4",2014-08-27,"AL","PM","2","C",NA,"Xylocopa","virginica","NA","m","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4981","XCIG2014_3468","2014","8","27","4",2014-08-27,"AL","PM","2","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"4982","XCIG2014_3469","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"4983","XCIG2014_3470","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"4984","XCIG2014_3471","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"4985","XCIG2014_3472","2014","8","27","4",2014-08-27,"AL","AM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"4986","XCIG2014_3473","2014","8","27","4",2014-08-27,"AL","AM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"4987","XCIG2014_3474","2014","8","27","4",2014-08-27,"AL","AM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"4988","XCIG2014_3475","2014","8","27","4",2014-08-27,"AL","AM","1","T",NA,"Ceratina","strenua","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"4989","XCIG2014_3476","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Xylocopa","virginica","NA","f","Gibbs","",2014-01-12,"bee","NA","MEAR4","Mentha","arvensis","NA","MR","40.92378","-74.813615"
"4990","XCIG2014_3477","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.92378","-74.813615"
"4991","XCIG2014_3478","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.92378","-74.813615"
"4992","XCIG2014_3479","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.92378","-74.813615"
"4993","XCIG2014_3480","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.92378","-74.813615"
"4994","XCIG2014_3481","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.92378","-74.813615"
"4995","XCIG2014_3482","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.92378","-74.813615"
"4996","XCIG2014_3483","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Bombus","impatiens","NA","m","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.92378","-74.813615"
"4997","XCIG2014_3484","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.92378","-74.813615"
"4998","XCIG2014_3485","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.92378","-74.813615"
"4999","XCIG2014_3486","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.92378","-74.813615"
"5000","XCIG2014_3487","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Xylocopa","virginica","NA","f","Gibbs","",2014-01-12,"bee","NA","Vernonia_noveboracensis","NA","NA","NA","MR","40.92378","-74.813615"
"5001","XCIG2014_3488","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Ceratina","mikmaqi","NA","f","Gibbs","",2014-01-12,"bee","NA","Vernonia_noveboracensis","NA","NA","NA","MR","40.92378","-74.813615"
"5002","XCIG2014_3489","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","pink-head_polygonum","NA","NA","NA","MR","40.926863","-74.813052"
"5003","XCIG2014_3490","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Lasioglossum","pilosum","NA","m","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"5004","XCIG2014_3491","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"5005","XCIG2014_3492","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"5006","XCIG2014_3493","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"5007","XCIG2014_3494","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","cf",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"5008","XCIG2014_3495","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"5009","XCIG2014_3496","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"5010","XCIG2014_3497","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"5011","XCIG2014_3498","2014","8","27","4",2014-08-27,"AL","PM","2","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","Solidago juncea","Solidago","juncea","NA","MR","40.92378","-74.813615"
"5012","XCIG2014_3499","2014","8","27","4",2014-08-27,"AL","PM","1","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","LYSA2","Lythrum","salicaria","NA","MR","40.92378","-74.813615"
"5013","XCIG2014_3500","2014","8","27","4",2014-08-27,"AL","PM","1","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","LYSA2","Lythrum","salicaria","NA","MR","40.92378","-74.813615"
"5014","XCIG2014_3501","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"5015","XCIG2014_3502","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"5016","XCIG2014_3503","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"5017","XCIG2014_3504","2014","8","27","4",2014-08-27,"AL","PM","1","C",NA,"Ceratina","calcarata","NA","m","Gibbs","",2014-01-12,"bee","NA","MEAR4","Mentha","arvensis","NA","MR","40.92378","-74.813615"
"5018","XCIG2014_3506","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","fuse_bone","Eupatorium","perfoliatum","NA","MR","40.926863","-74.813052"
"5019","XCIG2014_3507","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"5020","XCIG2014_3508","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"5021","XCIG2014_3509","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Xylocopa","virginica","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"5022","XCIG2014_3510","2014","8","27","4",2014-08-27,"AL","AM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"5023","XCIG2014_3511","2014","8","27","4",2014-08-27,"AL","AM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.926863","-74.813052"
"5024","XCIG2014_3512","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Melissodes","denticulatus","NA","f","Gibbs","",2014-01-12,"bee","NA","Vernonia_noveboracensis","NA","NA","NA","MR","40.92378","-74.813615"
"5025","XCIG2014_3513","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Melissodes","denticulatus","NA","f","Gibbs","",2014-01-12,"bee","NA","Vernonia_noveboracensis","NA","NA","NA","MR","40.92378","-74.813615"
"5026","XCIG2014_3514","2014","8","27","4",2014-08-27,"AL","AM","1","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Solidago_juncea","Solidago","juncea","NA","MR","40.92378","-74.813615"
"5027","XCIG2014_3515","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.926863","-74.813052"
"5028","XCIG2014_3516","2014","8","27","4",2014-08-27,"AL","AM","1","C",NA,"Megachile","montivaga","NA","m","Gibbs","",2014-01-12,"bee","NA","Veronia","NA","NA","NA","MR","40.92378","-74.813615"
"5029","XCIG2014_3517","2014","8","27","4",2014-08-27,"AL","PM","1","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","fuse_bone","Eupatorium","perfoliatum","NA","MR","40.92378","-74.813615"
"5030","XCIG2014_3518","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5031","XCIG2014_3519","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Ceratina","dupla","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5032","XCIG2014_3520","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5033","XCIG2014_3521","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Hylaeus","affinis_modestus","NA","f","Gibbs","Jason sorted as affinis",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5034","XCIG2014_3522","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5035","XCIG2014_3523","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5036","XCIG2014_3524","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5037","XCIG2014_3525","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5038","XCIG2014_3526","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5039","XCIG2014_3527","2014","8","27","4",2014-08-27,"AL","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5040","XCIG2014_3528","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Ceratina","strenua","NA","f","Gibbs","",2014-01-12,"bee","NA","LYSA2","Lythrum","salicaria","NA","MR","40.92378","-74.813615"
"5041","XCIG2014_3529","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","LYSA2","Lythrum","salicaria","NA","MR","40.92378","-74.813615"
"5042","XCIG2014_3530","2014","8","27","4",2014-08-27,"AL","AM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","pink-head_polygonum","NA","NA","NA","MR","40.926863","-74.813052"
"5043","XCIG2014_3531","2014","8","27","4",2014-08-27,"AL","AM","2","T",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","pink-head_polygonum","NA","NA","NA","MR","40.926863","-74.813052"
"5044","XCIG2014_3533","2014","8","27","4",2014-08-27,"AL","AM","1","C",NA,"Xylocopa","virginica","NA","m","Gibbs","",2014-01-12,"bee","NA","MEAR4","Mentha","arvensis","NA","MR","40.92378","-74.813615"
"5045","XCIG2014_3534","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Ceratina","strenua","NA","f","Gibbs","",2014-01-12,"bee","NA","Solidago_juncea","Solidago","juncea","NA","MR","40.92378","-74.813615"
"5046","XCIG2014_3535","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Ceratina","strenua","NA","f","Gibbs","",2014-01-12,"bee","NA","Solidago_juncea","Solidago","juncea","NA","MR","40.92378","-74.813615"
"5047","XCIG2014_3536","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Solidago_juncea","Solidago","juncea","NA","MR","40.92378","-74.813615"
"5048","XCIG2014_3537","2014","8","27","4",2014-08-27,"AL","AM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Solidago_juncea","Solidago","juncea","NA","MR","40.92378","-74.813615"
"5049","XCIG2014_3538","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5050","XCIG2014_3539","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5051","XCIG2014_3540","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5052","XCIG2014_3541","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5053","XCIG2014_3542","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5054","XCIG2014_3543","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5055","XCIG2014_3544","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5056","XCIG2014_3545","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5057","XCIG2014_3546","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5058","XCIG2014_3547","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5059","XCIG2014_3548","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Megachile","mendica","NA","m","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5060","XCIG2014_3550","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Hylaeus","mesillae","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5061","XCIG2014_3551","2014","8","27","4",2014-08-27,"AL","PM","1","T",NA,"Hylaeus","mesillae","NA","f","Gibbs","",2014-01-12,"bee","NA","SOCA6","Solidago","canadensis","NA","MR","40.926863","-74.813052"
"5062","XCIG2014_3552","2014","8","27","4",2014-08-27,"AL","AM","1","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Decodon_verticulatus","Decodon","verticillatus","NA","MR","40.92378","-74.813615"
"5063","XCIG2014_3553","2014","8","27","4",2014-08-27,"AL","AM","1","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","LYSA2","Lythrum","salicaria","NA","MR","40.92378","-74.813615"
"5064","XCIG2014_3554","2014","8","27","4",2014-08-27,"AL","AM","1","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","LYSA2","Lythrum","salicaria","NA","MR","40.92378","-74.813615"
"5065","XCIG2014_3555","2014","8","27","4",2014-08-27,"AL","AM","1","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","LYSA2","Lythrum","salicaria","NA","MR","40.92378","-74.813615"
"5066","XCIG2014_3556","2014","8","27","4",2014-08-27,"AL","AM","1","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","LYSA2","Lythrum","salicaria","NA","MR","40.92378","-74.813615"
"5067","XCIG2014_3558","2014","8","27","4",2014-08-27,"AL","AM","1","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-01-12,"bee","NA","LYSA2","Lythrum","salicaria","NA","MR","40.92378","-74.813615"
"5068","XCIG2014_3560","2014","8","27","4",2014-08-27,"AL","PM","1","C",NA,"Halictus","ligatus","NA","m","Gibbs","",2014-01-12,"bee","NA","EUGR5","Euthamia","graminifolia","NA","MR","40.92378","-74.813615"
"5069","XCIG2014_3561","2014","8","27","4",2014-08-27,"AL","AM","2","T",NA,"Ceratina","calcarata","NA","m","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"5070","XCIG2014_3562","2014","8","27","4",2014-08-27,"AL","AM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"5071","XCIG2014_3563","2014","8","27","4",2014-08-27,"AL","AM","2","T",NA,"Bombus","vagans","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
"5072","XCIG2014_3564","2014","8","27","4",2014-08-27,"AL","AM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-01-12,"bee","NA","Lobelia","Lobelia","syphilitica","NA","MR","40.926863","-74.813052"
